render,scene,backend,integrator,sampler,resolution,spp,max depth,spectrum,time consumption
LuisaRender,living-room,directX,MegaPath,Independent,"(1920, 1080)",1024,12,Spectral,33.7s
LuisaRender,living-room,cuda,MegaPath,Independent,"(1920, 1080)",1024,16,RGB,67.6s
LuisaRender,living-room,cuda,MegaPath,Independent,"(1920, 1080)",1024,16,Spectral,115.8s
LuisaRender,living-room,directX,MegaPath,Independent,"(1920, 1080)",1024,16,RGB,36.2s
LuisaRender,living-room,directX,MegaPath,Independent,"(1920, 1080)",1024,16,Spectral,41.9s
LuisaRender,spaceship,cuda,WavePath,Independent,"(1920, 1080)",1024,12,RGB,13.4s
LuisaRender,spaceship,cuda,WavePath,Independent,"(1920, 1080)",1024,12,Spectral,19.0s
LuisaRender,spaceship,directX,WavePath,Independent,"(1920, 1080)",1024,12,RGB,11.5s
LuisaRender,spaceship,directX,WavePath,Independent,"(1920, 1080)",1024,12,Spectral,14.8s
LuisaRender,spaceship,cuda,WavePath,Independent,"(1920, 1080)",1024,16,RGB,15.6s
LuisaRender,spaceship,cuda,WavePath,Independent,"(1920, 1080)",1024,16,Spectral,22.2s
LuisaRender,spaceship,directX,WavePath,Independent,"(1920, 1080)",1024,16,RGB,13.1s
LuisaRender,spaceship,directX,WavePath,Independent,"(1920, 1080)",1024,16,Spectral,16.6s
LuisaRender,spaceship,cuda,MegaPath,Independent,"(1920, 1080)",1024,12,RGB,22.8s
LuisaRender,spaceship,cuda,MegaPath,Independent,"(1920, 1080)",1024,12,Spectral,50.0s
LuisaRender,spaceship,directX,MegaPath,Independent,"(1920, 1080)",1024,12,RGB,17.5s
LuisaRender,spaceship,directX,MegaPath,Independent,"(1920, 1080)",1024,12,Spectral,25.6s
LuisaRender,spaceship,cuda,MegaPath,Independent,"(1920, 1080)",1024,16,RGB,26.1s
LuisaRender,spaceship,cuda,MegaPath,Independent,"(1920, 1080)",1024,16,Spectral,56.3s
LuisaRender,spaceship,directX,MegaPath,Independent,"(1920, 1080)",1024,16,RGB,20.2s
LuisaRender,spaceship,directX,MegaPath,Independent,"(1920, 1080)",1024,16,Spectral,28.8s
LuisaRender,staircase,cuda,WavePath,Independent,"(720, 1280)",1024,12,RGB,4.6s
LuisaRender,staircase,cuda,WavePath,Independent,"(720, 1280)",1024,12,Spectral,6.6s
LuisaRender,staircase,directX,WavePath,Independent,"(720, 1280)",1024,12,RGB,3.7s
LuisaRender,staircase,directX,WavePath,Independent,"(720, 1280)",1024,12,Spectral,5.7s
LuisaRender,staircase,cuda,WavePath,Independent,"(720, 1280)",1024,16,RGB,4.4s
LuisaRender,staircase,cuda,WavePath,Independent,"(720, 1280)",1024,16,Spectral,6.3s
LuisaRender,staircase,directX,WavePath,Independent,"(720, 1280)",1024,16,RGB,3.7s
LuisaRender,staircase,directX,WavePath,Independent,"(720, 1280)",1024,16,Spectral,5.6s
LuisaRender,staircase,cuda,MegaPath,Independent,"(720, 1280)",1024,12,RGB,6.9s
LuisaRender,staircase,cuda,MegaPath,Independent,"(720, 1280)",1024,12,Spectral,13.1s
LuisaRender,staircase,directX,MegaPath,Independent,"(720, 1280)",1024,12,RGB,4.3s
LuisaRender,staircase,directX,MegaPath,Independent,"(720, 1280)",1024,12,Spectral,7.6s
LuisaRender,staircase,cuda,MegaPath,Independent,"(720, 1280)",1024,16,RGB,6.8s
LuisaRender,staircase,cuda,MegaPath,Independent,"(720, 1280)",1024,16,Spectral,13.6s
LuisaRender,staircase,directX,MegaPath,Independent,"(720, 1280)",1024,16,RGB,4.2s
LuisaRender,staircase,directX,MegaPath,Independent,"(720, 1280)",1024,16,Spectral,7.4s
