time, time_forward, time_backward, loss
10551.568120002747, 4509.175043106079, 6042.3930768966675, 0.0017426449
10551.40085220337, 4509.643251180649, 6041.75760102272, 0.001857237
10552.510584115982, 4510.974847078323, 6041.535737037659, 0.0018593217
10554.107539653778, 4510.668459892273, 6043.439079761505, 0.0017262133
10555.556421041489, 4512.321546077728, 6043.23487496376, 0.0018662888
10555.260520219803, 4511.707230091095, 6043.553290128708, 0.0017771869
10558.771674871445, 4512.793746948242, 6045.9779279232025, 0.0017106821
10556.872944116592, 4511.93829202652, 6044.934652090073, 0.0016884228
10557.667980909348, 4511.391814947128, 6046.276165962219, 0.0018363985
10556.436240196228, 4511.225711107254, 6045.210529088974, 0.0017728463
10557.84990811348, 4513.972599983215, 6043.877308130264, 0.0017251415
10558.825773954391, 4513.470890045166, 6045.3548839092255, 0.0018553039
10557.676529884338, 4513.1430830955505, 6044.533446788788, 0.0017046204
10556.744340896606, 4511.530251026154, 6045.214089870453, 0.0017900495
10558.329684257507, 4513.321939229965, 6045.007745027542, 0.0017087545
10556.107048034668, 4511.376304149628, 6044.73074388504, 0.0016132069
10555.839789152145, 4511.45156621933, 6044.388222932816, 0.0016269353
10557.255693912506, 4513.683170795441, 6043.572523117065, 0.0017189228
10554.641706943512, 4510.96489405632, 6043.676812887192, 0.0017821455
10553.099648952484, 4510.938166856766, 6042.161482095718, 0.001699421
10553.924665927887, 4510.11825299263, 6043.806412935257, 0.0016842355
10554.101358890533, 4511.246257066727, 6042.855101823807, 0.0017395063
10557.764732122421, 4512.032631158829, 6045.7321009635925, 0.0017313603
10555.650316953659, 4510.7739799022675, 6044.876337051392, 0.0016662411
10558.670107126236, 4512.653053998947, 6046.017053127289, 0.0015868145
10556.001353025436, 4511.816733121872, 6044.184619903564, 0.0016750824
