time, time_forward, time_backward, loss
9843.152616739273, 4265.278723955154, 5577.873892784119, 0.016633242
9795.3767080307, 4166.622705936432, 5628.754002094269, 0.0151728
9863.25545501709, 4201.511715173721, 5661.7437398433685, 0.0135780405
9943.72231388092, 4247.942830085754, 5695.779483795166, 0.01245339
10044.276220798492, 4281.638428926468, 5762.6377918720245, 0.011233647
10096.48568725586, 4313.444831132889, 5783.040856122971, 0.010358863
10136.008485078812, 4330.981126070023, 5805.027359008789, 0.009250298
10172.622086048126, 4346.272944927216, 5826.349141120911, 0.008424517
10240.371189594269, 4363.791942834854, 5876.579246759415, 0.007685969
10345.067554235458, 4420.973352193832, 5924.094202041626, 0.0070116576
10388.99016404152, 4440.382508993149, 5948.60765504837, 0.0064110304
10429.038192272186, 4455.866152048111, 5973.172040224075, 0.0059279585
10467.76325583458, 4473.4609360694885, 5994.302319765091, 0.0055395477
10499.722721099854, 4487.805719137192, 6011.917001962662, 0.0050434065
10526.975220918655, 4499.424875020981, 6027.550345897675, 0.0049490975
10545.146943092346, 4507.45491194725, 6037.692031145096, 0.0045857048
10556.85965180397, 4512.4827609062195, 6044.376890897751, 0.0042777173
10564.096072912216, 4514.85343003273, 6049.242642879486, 0.0040308745
10568.822622060776, 4516.301521062851, 6052.521100997925, 0.003796294
10569.819633960724, 4517.3136920928955, 6052.505941867828, 0.003673481
10563.476786136627, 4514.60787820816, 6048.868907928467, 0.0034982122
10555.793605089188, 4510.508178949356, 6045.2854261398315, 0.0033133512
10546.219044923782, 4506.8785610198975, 6039.340483903885, 0.0031712255
10536.089743852615, 4503.030617952347, 6033.059125900269, 0.0032095802
10526.188664197922, 4498.154104232788, 6028.034559965134, 0.0031347342
10520.827035188675, 4496.185422182083, 6024.641613006592, 0.0031840883
10550.206540107727, 4511.659758090973, 6038.546782016754, 0.0030844407
10552.312144041061, 4511.400664806366, 6040.911479234695, 0.002931932
10555.137472867966, 4513.598016023636, 6041.53945684433, 0.0029744413
10559.191257953644, 4515.188819169998, 6044.002438783646, 0.0029798595
10562.54163813591, 4516.743532180786, 6045.798105955124, 0.0027963796
10539.914602041245, 4505.032259941101, 6034.882342100143, 0.0028032884
10544.029119729996, 4506.972951889038, 6037.056167840958, 0.0028659832
10544.493249893188, 4507.359623908997, 6037.133625984192, 0.0027427548
10552.702184915543, 4509.957252025604, 6042.744932889938, 0.0028103902
10559.50015091896, 4513.727099180222, 6045.773051738739, 0.0028469393
10567.078574895859, 4515.715998888016, 6051.362576007843, 0.0026847564
10573.012726068497, 4519.769371986389, 6053.2433540821075, 0.0026838912
10579.844264030457, 4521.702877044678, 6058.141386985779, 0.0026173755
10583.760310173035, 4523.220963001251, 6060.539347171783, 0.0025244746
10588.387737989426, 4525.683491945267, 6062.704246044159, 0.0025275915
10590.241739988327, 4525.8061509132385, 6064.4355890750885, 0.0025613918
10593.285835027695, 4527.162873029709, 6066.122961997986, 0.0025092256
10589.07255101204, 4525.226032972336, 6063.846518039703, 0.0023917519
10587.099062204361, 4526.539221048355, 6060.559841156006, 0.002446201
10580.273823022842, 4522.703961133957, 6057.5698618888855, 0.0024559782
10580.021697998047, 4522.09464097023, 6057.927057027817, 0.0024424463
10572.097869157791, 4518.342311143875, 6053.755558013916, 0.002281449
10566.366241931915, 4515.809510946274, 6050.5567309856415, 0.0022675088
10561.184190034866, 4514.307558059692, 6046.876631975174, 0.0023036643
10559.586530923843, 4513.552731990814, 6046.033798933029, 0.0022087246
10552.987027168274, 4510.838522195816, 6042.148504972458, 0.0021809149
10551.311243772507, 4510.480774641037, 6040.83046913147, 0.0021063131
10550.233227968216, 4508.899713754654, 6041.333514213562, 0.0022191594
10547.576606988907, 4508.851107120514, 6038.725499868393, 0.0020587696
10549.929182052612, 4508.6137771606445, 6041.315404891968, 0.002190656
10552.360446929932, 4510.226313114166, 6042.134133815765, 0.0020028292
10555.853163003922, 4511.655518054962, 6044.197644948959, 0.0020278143
10558.601704835892, 4513.518383026123, 6045.083321809769, 0.002052582
10558.463940858841, 4512.142130851746, 6046.321810007095, 0.0019844403
10559.710587739944, 4513.591120958328, 6046.119466781616, 0.0019033871
10560.140712022781, 4512.625943899155, 6047.514768123627, 0.0018962447
10564.530913829803, 4514.330316066742, 6050.2005977630615, 0.001986445
10564.89034986496, 4516.319310903549, 6048.5710389614105, 0.0019476563
10566.022073030472, 4515.570636034012, 6050.45143699646, 0.0019185457
10563.202555894852, 4514.95997095108, 6048.242584943771, 0.0019096925
10563.152152061462, 4514.862675905228, 6048.289476156235, nan
10560.18265414238, 4513.71374797821, 6046.468906164169, 0.0018610957
10558.292557954788, 4512.235580921173, 6046.056977033615, 0.0017765836
10557.005107879639, 4512.320230960846, 6044.684876918793, 0.0018176495
10555.308985233307, 4510.945091962814, 6044.363893270493, 0.0017991408
10552.744693994522, 4509.456182003021, 6043.288511991501, 0.00182955
10549.736665725708, 4508.623045921326, 6041.113619804382, 0.0018215148
10552.790904283524, 4510.287105083466, 6042.503799200058, 0.0018500937
