time,time_forward,time_backward
758.9677859999999,281.227788,477.73999799999996
568.374827,235.202246,333.172581
557.478813,236.29598099999998,321.182832
566.697775,236.86905199999998,329.82872299999997
587.5623069999999,236.180114,351.382193
606.6829479999999,236.44582499999999,370.23712299999994
618.088414,236.40408599999998,381.684328
623.863008,236.332483,387.530525
627.4153799999999,236.710817,390.70456299999995
629.126444,236.67707299999998,392.449371
630.293831,236.82393199999999,393.469899
633.392961,237.069224,396.323737
632.178366,237.815834,394.362532
634.166649,237.344114,396.822535
634.304359,238.70093699999998,395.60342199999997
632.598719,238.35835,394.240369
630.5723399999999,238.802977,391.76936299999994
626.677788,238.691755,387.986033
621.663987,238.913077,382.75091000000003
614.579047,238.628426,375.950621
609.394098,239.071472,370.32262599999996
604.514768,239.033796,365.48097199999995
601.172778,238.912049,362.260729
599.801169,239.30224199999998,360.498927
599.223026,239.883324,359.339702
596.798751,239.130628,357.668123
597.217489,239.190621,358.026868
596.376303,239.287726,357.088577
596.006294,239.408255,356.59803899999997
595.248253,239.242943,356.00530999999995
598.874819,239.82475499999998,359.050064
599.5625759999999,241.193952,358.36862399999995
599.4127629999999,240.81369899999999,358.59906399999994
598.86579,240.69159399999998,358.174196
598.447938,240.746951,357.700987
597.838886,240.832145,357.006741
598.292064,240.98181699999998,357.310247
598.32194,241.15402,357.16792
599.4625149999999,241.101632,358.360883
599.8015909999999,242.005339,357.796252
598.222192,241.18327599999998,357.038916
597.795306,241.062748,356.732558
598.087834,241.30391699999998,356.78391700000003
597.689402,240.83512499999998,356.85427699999997
598.311527,241.40362199999998,356.90790499999997
597.5088499999999,240.98387799999998,356.524972
598.106123,241.25339499999998,356.852728
598.071524,241.252535,356.818989
597.325032,241.247511,356.077521
597.10191,241.197679,355.904231
597.561099,241.25336199999998,356.307737
601.086112,241.332507,359.753605
602.2929929999999,243.18209399999998,359.11089899999996
601.466007,242.75669499999998,358.709312
601.598382,242.91562499999998,358.68275700000004
601.103073,242.740286,358.362787
601.507625,242.855898,358.65172699999994
600.733154,242.42327699999998,358.30987700000003
601.733441,242.536014,359.19742699999995
601.836902,242.421595,359.415307
602.227848,243.31375599999998,358.914092
601.5289789999999,242.867817,358.661162
601.8932649999999,243.22232499999998,358.67094
600.9086659999999,242.507378,358.40128799999997
600.690475,242.363574,358.32690099999996
601.043414,242.771518,358.27189599999997
601.505844,243.108295,358.39754899999997
601.0498009999999,242.945564,358.10423699999996
601.092419,242.624549,358.46786999999995
601.176638,242.987475,358.189163
601.383469,242.70807499999998,358.675394
600.388662,242.523903,357.864759
601.5930979999999,242.85294499999998,358.74015299999996
600.9705019999999,242.971003,357.99949899999996
601.7885689999999,242.99919599999998,358.78937299999996
601.296342,242.83334299999999,358.462999
600.8459469999999,242.76764599999998,358.07830099999995
601.514349,243.091322,358.423027
601.480749,243.04940599999998,358.43134299999997
601.707189,243.087884,358.61930499999994
601.4480489999999,242.89718499999998,358.55086399999993
601.195712,242.803336,358.392376
602.435667,243.13514899999998,359.30051799999995
602.894533,243.971071,358.92346200000003
603.24656,244.023475,359.223085
603.3395929999999,244.217087,359.122506
602.951528,244.371241,358.580287
603.949355,244.41361899999998,359.535736
602.8674589999999,244.37553599999998,358.491923
603.229615,244.29769499999998,358.93192
603.85632,244.325513,359.530807
604.977926,244.68863,360.28929600000004
604.326595,244.71785599999998,359.608739
604.9047889999999,244.697319,360.20747
604.254998,244.900997,359.354001
603.845335,244.320968,359.524367
603.819531,244.64593399999998,359.173597
604.75163,244.771392,359.980238
603.657686,244.894401,358.763285
603.795025,244.340164,359.454861
