time,time_forward,time_backward
1360.620077,499.164876,861.455201
1138.5024669999998,477.602,660.9004669999999
1109.987334,478.054089,631.9332449999999
1115.6580139999999,478.381512,637.2765019999999
1161.1396260000001,479.024813,682.114813
1212.790386,479.597045,733.1933409999999
1243.976146,480.056602,763.919544
1257.795423,478.565178,779.230245
1269.0880399999999,480.23927499999996,788.848765
1280.566439,482.23098699999997,798.3354519999999
1285.2032219999999,483.570952,801.63227
1287.060231,483.15277699999996,803.907454
1287.376049,483.313794,804.0622549999999
1289.633991,484.578313,805.055678
1288.088779,484.30357,803.785209
1285.068334,483.22236699999996,801.845967
1283.901449,483.615928,800.285521
1280.08636,484.073779,796.012581
1274.735054,484.760974,789.9740800000001
1266.05565,484.798652,781.256998
1254.711046,485.775849,768.935197
1243.7689599999999,488.02088499999996,755.748075
1233.917719,488.176562,745.741157
1226.4205539999998,488.19192899999996,738.228625
1221.3316379999999,488.88113699999997,732.4505009999999
1218.0054759999998,488.87551499999995,729.129961
1218.026077,490.143418,727.882659
1216.015109,489.75753,726.257579
1215.332488,489.91963599999997,725.4128519999999
1214.98233,490.194191,724.788139
1213.5318069999998,490.296473,723.235334
1213.450799,490.848617,722.602182
1212.943119,490.060496,722.882623
1213.518791,492.32634199999995,721.1924489999999
1212.259513,491.42008799999996,720.8394249999999
1210.727021,490.143491,720.58353
1211.739037,491.16200699999996,720.57703
1210.514398,491.21178499999996,719.3026130000001
1209.821522,490.918342,718.9031799999999
1209.577407,490.71153899999996,718.865868
1210.199386,491.183142,719.016244
1209.378332,491.45951399999996,717.918818
1209.7524799999999,491.50600599999996,718.2464739999999
1209.003356,491.363066,717.6402899999999
1208.5894279999998,491.38303099999996,717.2063969999999
1208.557451,491.10365199999995,717.453799
1209.6928149999999,491.74463199999997,717.948183
1209.4482779999998,491.40020599999997,718.0480719999999
1207.623864,491.482131,716.1417329999999
1206.111299,490.78221199999996,715.329087
1207.895723,492.00884299999996,715.88688
1208.95147,491.313681,717.637789
1208.237858,491.45858799999996,716.7792699999999
1206.840537,491.23493399999995,715.605603
1207.869816,491.52226099999996,716.3475549999999
1207.985803,491.510654,716.475149
1208.4765539999999,491.82176499999997,716.6547889999999
1208.0654829999999,491.75800999999996,716.307473
1208.836399,492.058829,716.77757
1208.258304,491.724634,716.5336699999999
1207.3228459999998,491.38170099999996,715.9411449999999
1207.8502509999998,491.258986,716.5912649999999
1209.250202,492.57514299999997,716.6750589999999
1206.678139,490.796068,715.882071
1208.580801,491.044742,717.536059
1207.266864,490.974611,716.292253
1208.16429,491.913346,716.250944
1207.740071,491.752029,715.988042
1208.493338,491.79727699999995,716.696061
1207.218085,491.29869499999995,715.9193899999999
1207.746928,491.425768,716.32116
1206.3063069999998,491.12236199999995,715.183945
1207.837591,492.078979,715.758612
1206.589527,491.036518,715.553009
1208.877645,492.750361,716.1272839999999
1215.421453,499.36026499999997,716.061188
1206.683972,491.542063,715.141909
1207.067807,491.273779,715.7940279999999
1207.2739159999999,491.999505,715.2744109999999
1206.981534,491.58357099999995,715.397963
1207.094188,492.118722,714.975466
1211.857191,496.56971699999997,715.287474
1207.057351,491.80517499999996,715.252176
1214.56545,499.44291899999996,715.122531
1207.296642,491.885333,715.411309
1209.6622069999999,495.57181599999996,714.090391
1207.5051879999999,491.775789,715.729399
1209.484878,494.32239,715.1624879999999
1207.1146399999998,491.81201999999996,715.3026199999999
1213.0216659999999,497.877507,715.144159
1206.829673,491.741748,715.0879249999999
1205.70537,491.16707499999995,714.538295
1206.145332,492.38516999999996,713.760162
1210.887212,495.92158,714.965632
1208.357865,492.396703,715.961162
1208.221548,493.17767399999997,715.043874
1207.288211,491.31298699999996,715.975224
1205.272358,491.863143,713.4092149999999
1206.684478,492.52079799999996,714.1636799999999
1205.81532,490.83806,714.9772599999999
